rec_id,obc_timestamp,lap_obc_timestamp,dist,lap_dist,gps_utctime,gps_latitude,gps_longitude,gps_speed,lfm_temperature,lfm_integratedcorrflow,lfm_instantflow,lap_lfm_integratedcorrflow,gfs_gasflow,gfs_gastemp,gfs_netgasvolume,lap_gfs_netgasvolume,jm3_netjoule,lap_jm3_netjoule,jm3_voltage,jm3_current,message_id,volt_voltage,volt_difference,lap_lap,start_lap,finish_lap
10,1739257672.9,1.0,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,3.914,-230.312,54179.0,111.0,705_202502_11_0648_59_0011334,,,0,0,0
11,1739257673.0,1.0999999046325684,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,3.914,-230.312,54179.0,111.0,705_202502_11_0648_59_0011335,,,0,0,0
12,1739257673.1,1.1999998092651367,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,4.901,-229.325,54179.0,116.0,705_202502_11_0648_59_0011336,,,0,0,0
13,1739257673.2,1.2999999523162842,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,4.901,-229.325,54179.0,116.0,705_202502_11_0648_59_0011337,,,0,0,0
14,1739257673.3,1.3999998569488525,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,5.865,-228.361,54178.0,113.0,705_202502_11_0648_59_0011338,,,0,0,0
15,1739257673.4,1.5,0.1589010665285036,0.1589010665285036,07.07.52,25.488395633,51.450260267,0.8,,,,,,,,,5.865,-228.361,54178.0,113.0,705_202502_11_0648_59_0011339,,,0,0,0
16,1739257673.5,1.5999999046325684,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,6.768,-227.458,54177.0,113.0,705_202502_11_0648_59_0011340,,,0,0,0
17,1739257673.6,1.6999998092651367,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,6.768,-227.458,54177.0,113.0,705_202502_11_0648_59_0011341,,,0,0,0
18,1739257673.7,1.7999999523162842,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,7.575,-226.651,54178.0,110.0,705_202502_11_0648_59_0011342,,,0,0,0
19,1739257673.8,1.8999998569488525,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,7.575,-226.651,54178.0,110.0,705_202502_11_0648_59_0011343,,,0,0,0
20,1739257673.89,1.9900000095367432,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,8.421,-225.805,54176.0,109.0,705_202502_11_0648_59_0011344,,,0,0,0
21,1739257674.0,2.0999999046325684,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,8.421,-225.805,54176.0,109.0,705_202502_11_0648_59_0011345,,,0,0,0
22,1739257674.1,2.1999998092651367,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,9.35,-224.876,54179.0,114.0,705_202502_11_0648_59_0011346,,,0,0,0
23,1739257674.2,2.299999952316284,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,9.35,-224.876,54179.0,114.0,705_202502_11_0648_59_0011347,,,0,0,0
24,1739257674.3,2.3999998569488525,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,10.176,-224.05,54178.0,109.0,705_202502_11_0648_59_0011348,,,0,0,0
25,1739257674.4,2.5,0.5298636686699985,0.5298636686699985,07.07.53,25.4883959,51.450256583,1.1,,,,,,,,,10.176,-224.05,54178.0,109.0,705_202502_11_0648_59_0011349,,,0,0,0
26,1739257674.5,2.5999999046325684,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,11.055,-223.171,54177.0,111.0,705_202502_11_0648_59_0011350,,,0,0,0
27,1739257674.6,2.6999998092651367,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,11.055,-223.171,54177.0,111.0,705_202502_11_0648_59_0011351,,,0,0,0
28,1739257674.7,2.799999952316284,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,12.027,-222.199,54176.0,116.0,705_202502_11_0648_59_0011352,,,0,0,0
29,1739257674.8,2.8999998569488525,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,12.027,-222.199,54176.0,116.0,705_202502_11_0648_59_0011353,,,0,0,0
30,1739257674.9,3.0,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,12.884,-221.34199999999998,54176.0,111.0,705_202502_11_0648_59_0011354,,,0,0,0
31,1739257675.0,3.0999999046325684,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,12.884,-221.34199999999998,54176.0,111.0,705_202502_11_0648_59_0011355,,,0,0,0
32,1739257675.1,3.1999998092651367,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,13.784,-220.442,54177.0,110.0,705_202502_11_0648_59_0011356,,,0,0,0
33,1739257675.2,3.299999952316284,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,13.784,-220.442,54177.0,110.0,705_202502_11_0648_59_0011357,,,0,0,0
34,1739257675.3,3.3999998569488525,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,14.676,-219.55,54178.0,111.0,705_202502_11_0648_59_0011358,,,0,0,0
35,1739257675.4,3.5,0.8798279222246461,0.8798279222246461,07.07.54,25.48839645,51.45025315,1.2,,,,,,,,,14.676,-219.55,54178.0,111.0,705_202502_11_0648_59_0011359,,,0,0,0
36,1739257675.5,3.5999999046325684,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,15.676,-218.55,54178.0,118.0,705_202502_11_0707_55_0000001,,,0,0,0
37,1739257675.6,3.6999998092651367,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,15.676,-218.55,54178.0,118.0,705_202502_11_0707_55_0000002,,,0,0,0
38,1739257675.7,3.799999952316284,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,16.607,-217.619,54177.0,113.0,705_202502_11_0707_55_0000003,,,0,0,0
39,1739257675.8,3.8999998569488525,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,16.607,-217.619,54177.0,113.0,705_202502_11_0707_55_0000004,,,0,0,0
40,1739257675.89,3.990000009536743,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,17.471,-216.755,54178.0,111.0,705_202502_11_0707_55_0000005,,,0,0,0
41,1739257676.0,4.099999904632568,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,17.471,-216.755,54178.0,111.0,705_202502_11_0707_55_0000006,,,0,0,0
42,1739257676.1,4.199999809265137,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,18.345,-215.881,54178.0,111.0,705_202502_11_0707_55_0000007,,,0,0,0
43,1739257676.2,4.299999952316284,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,18.345,-215.881,54178.0,111.0,705_202502_11_0707_55_0000008,,,0,0,0
44,1739257676.3,4.3999998569488525,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,19.204,-215.022,54177.0,111.0,705_202502_11_0707_55_0000009,,,0,0,0
45,1739257676.4,4.5,1.316181934523866,1.316181934523866,07.07.55,25.488397667,51.450249017,1.3,,,,,,,,,19.204,-215.022,54177.0,111.0,705_202502_11_0707_55_0000010,,,0,0,0
46,1739257676.49,4.5899999141693115,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,20.196,-214.03,54174.0,117.0,705_202502_11_0707_55_0000011,,,0,0,0
47,1739257676.6,4.699999809265137,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,20.196,-214.03,54174.0,117.0,705_202502_11_0707_55_0000012,,,0,0,0
48,1739257676.7,4.799999952316284,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,21.076,-213.15,54177.0,114.0,705_202502_11_0707_55_0000013,,,0,0,0
49,1739257676.8,4.8999998569488525,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,21.076,-213.15,54177.0,114.0,705_202502_11_0707_55_0000014,,,0,0,0
50,1739257676.9,5.0,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,22.078,-212.148,54175.0,117.0,705_202502_11_0707_55_0000015,,,0,0,0
51,1739257677.0,5.099999904632568,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,22.078,-212.148,54175.0,117.0,705_202502_11_0707_55_0000016,,,0,0,0
52,1739257677.1,5.199999809265137,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,22.874,-211.352,54177.0,108.0,705_202502_11_0707_55_0000017,,,0,0,0
53,1739257677.19,5.289999961853027,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,22.874,-211.352,54177.0,108.0,705_202502_11_0707_55_0000018,,,0,0,0
54,1739257677.3,5.3999998569488525,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,23.793,-210.433,54177.0,113.0,705_202502_11_0707_55_0000019,,,0,0,0
55,1739257677.4,5.5,1.9117264780265677,1.9117264780265677,07.07.56,25.488400133,51.45024375,1.5,,,,,,,,,23.793,-210.433,54177.0,113.0,705_202502_11_0707_55_0000020,,,0,0,0
56,1739257677.5,5.599999904632568,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,24.686,-209.54,54174.0,114.0,705_202502_11_0707_55_0000021,,,0,0,0
57,1739257677.6,5.699999809265137,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,24.686,-209.54,54174.0,114.0,705_202502_11_0707_55_0000022,,,0,0,0
58,1739257677.7,5.799999952316284,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,25.662,-208.564,54175.0,114.0,705_202502_11_0707_55_0000023,,,0,0,0
59,1739257677.8,5.8999998569488525,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,25.662,-208.564,54175.0,114.0,705_202502_11_0707_55_0000024,,,0,0,0
60,1739257677.89,5.990000009536743,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,26.641,-207.585,54175.0,117.0,705_202502_11_0707_55_0000025,,,0,0,0
61,1739257678.0,6.099999904632568,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,26.641,-207.585,54175.0,117.0,705_202502_11_0707_55_0000026,,,0,0,0
62,1739257678.1,6.199999809265137,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,27.55,-206.676,54177.0,115.0,705_202502_11_0707_55_0000027,,,0,0,0
63,1739257678.2,6.299999952316284,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,27.55,-206.676,54177.0,115.0,705_202502_11_0707_55_0000028,,,0,0,0
64,1739257678.3,6.3999998569488525,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,28.561,-205.665,54176.0,116.0,705_202502_11_0707_55_0000029,,,0,0,0
65,1739257678.4,6.5,2.565856813687165,2.565856813687165,07.07.57,25.488402533,51.4502378,1.7,,,,,,,,,28.561,-205.665,54176.0,116.0,705_202502_11_0707_55_0000030,,,0,0,0
66,1739257678.5,6.599999904632568,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,29.472,-204.754,54176.0,112.0,705_202502_11_0707_55_0000031,,,0,0,0
67,1739257678.6,6.699999809265137,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,29.472,-204.754,54176.0,112.0,705_202502_11_0707_55_0000032,,,0,0,0
68,1739257678.7,6.799999952316284,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,30.393,-203.833,54176.0,113.0,705_202502_11_0707_55_0000033,,,0,0,0
69,1739257678.8,6.8999998569488525,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,30.393,-203.833,54176.0,113.0,705_202502_11_0707_55_0000034,,,0,0,0
70,1739257678.9,7.0,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,31.321,-202.905,54175.0,114.0,705_202502_11_0707_55_0000035,,,0,0,0
71,1739257679.0,7.099999904632568,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,31.321,-202.905,54175.0,114.0,705_202502_11_0707_55_0000036,,,0,0,0
72,1739257679.1,7.199999809265137,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,32.26,-201.966,54175.0,112.0,705_202502_11_0707_55_0000037,,,0,0,0
73,1739257679.2,7.299999952316284,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,32.26,-201.966,54175.0,112.0,705_202502_11_0707_55_0000038,,,0,0,0
74,1739257679.3,7.3999998569488525,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,33.268,-200.958,54175.0,116.0,705_202502_11_0707_55_0000039,,,0,0,0
75,1739257679.4,7.5,3.3397421353851127,3.3397421353851127,07.07.58,25.488405417,51.450230783,1.8,,,,,,,,,33.268,-200.958,54175.0,116.0,705_202502_11_0707_55_0000040,,,0,0,0
76,1739257679.5,7.599999904632568,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,34.151,-200.075,54173.0,112.0,705_202502_11_0707_55_0000041,,,0,0,0
77,1739257679.6,7.699999809265137,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,34.151,-200.075,54173.0,112.0,705_202502_11_0707_55_0000042,,,0,0,0
78,1739257679.7,7.799999952316284,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,34.976,-199.25,54175.0,110.0,705_202502_11_0707_55_0000043,,,0,0,0
79,1739257679.8,7.8999998569488525,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,34.976,-199.25,54175.0,110.0,705_202502_11_0707_55_0000044,,,0,0,0
80,1739257679.9,8.0,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,35.919,-198.30700000000002,54176.0,113.0,705_202502_11_0707_55_0000045,,,0,0,0
81,1739257680.0,8.099999904632568,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,35.919,-198.30700000000002,54176.0,113.0,705_202502_11_0707_55_0000046,,,0,0,0
82,1739257680.1,8.199999809265137,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,36.851,-197.375,54176.0,114.0,705_202502_11_0707_55_0000047,,,0,0,0
83,1739257680.2,8.299999952316284,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,36.851,-197.375,54176.0,114.0,705_202502_11_0707_55_0000048,,,0,0,0
84,1739257680.3,8.399999856948853,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,37.715,-196.511,54175.0,111.0,705_202502_11_0707_55_0000049,,,0,0,0
85,1739257680.4,8.5,4.1455150681305115,4.1455150681305115,07.07.59,25.488408883,51.450223733,1.9,,,,,,,,,37.715,-196.511,54175.0,111.0,705_202502_11_0707_55_0000050,,,0,0,0
86,1739257680.5,8.599999904632568,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,38.645,-195.581,54178.0,114.0,705_202502_11_0707_55_0000051,,,0,0,0
87,1739257680.6,8.699999809265137,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,38.645,-195.581,54178.0,114.0,705_202502_11_0707_55_0000052,,,0,0,0
88,1739257680.69,8.789999961853027,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,39.571,-194.655,54174.0,114.0,705_202502_11_0707_55_0000053,,,0,0,0
89,1739257680.8,8.899999856948853,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,39.571,-194.655,54174.0,114.0,705_202502_11_0707_55_0000054,,,0,0,0
90,1739257680.9,9.0,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,40.496,-193.73,54174.0,114.0,705_202502_11_0707_55_0000055,,,0,0,0
91,1739257681.0,9.099999904632568,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,40.496,-193.73,54174.0,114.0,705_202502_11_0707_55_0000056,,,0,0,0
92,1739257681.1,9.199999809265137,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,41.335,-192.891,54175.0,111.0,705_202502_11_0707_55_0000057,,,0,0,0
93,1739257681.19,9.289999961853027,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,41.335,-192.891,54175.0,111.0,705_202502_11_0707_55_0000058,,,0,0,0
94,1739257681.3,9.399999856948853,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,42.156,-192.07,54177.0,110.0,705_202502_11_0707_55_0000059,,,0,0,0
95,1739257681.4,9.5,5.0581113647109195,5.0581113647109195,07.08.00,25.48841305,51.4502159,2.0,,,,,,,,,42.156,-192.07,54177.0,110.0,705_202502_11_0707_55_0000060,,,0,0,0
96,1739257681.5,9.599999904632568,6.120305518004144,6.120305518004144,07.08.01,25.4884187,51.450207367,2.1,,,,,,,,,42.9,-191.326,54175.0,108.0,705_202502_11_0707_55_0000061,,,0,0,0
97,1739257681.6,9.699999809265137,6.120305518004144,6.120305518004144,07.08.01,25.4884187,51.450207367,2.1,,,,,,,,,42.9,-191.326,54175.0,108.0,705_202502_11_0707_55_0000062,,,0,0,0
98,1739257681.7,9.799999952316284,6.120305518004144,6.120305518004144,07.08.01,25.4884187,51.450207367,2.1,,,,,,,,,43.908,-190.31799999999998,54174.0,115.0,705_202502_11_0707_55_0000063,,,0,0,0
